pcode,Country 1,Border Name in Country 1,Country 2,Border Name in Country 2,loc_type,mod_by,mod_date,created_user,created_date,x,y
KAZUZBc000001,Kazakhstan,Tajen/Oazis,Uzbekistan,,Other,,,UNHCR_WRITER,"March 1, 2023",6233394.359700002,5605490.038800001
KAZUZBc000002,Kazakhstan,Tselinnyi,Uzbekistan,,Other,,,UNHCR_WRITER,"March 1, 2023",7616268.0693,4954987.0211
KAZUZBc000003,Kazakhstan,Syrdariya,Uzbekistan,,Other,,,UNHCR_WRITER,"March 1, 2023",7634011.6581000015,4981026.044299997
KAZUZBc000004,Kazakhstan,Atameken/Makhtaral,Uzbekistan,,Other,,,UNHCR_WRITER,"March 1, 2023",7632250.887499999,4988313.112899996
KAZUZBc000005,Kazakhstan,B. Konysbayev,Uzbekistan,,Other,,,UNHCR_WRITER,"March 1, 2023",7650700.2195000015,5007965.184100002
KAZUZBc000008,Kazakhstan,Kazygurt,Uzbekistan,,Other,,,UNHCR_WRITER,"March 1, 2023",7726485.3598,5090012.519500002
KAZKGZc000001,Kazakhstan,Aisha Bibi,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",7959693.149599999,5280500.854699999
KAZKGZc000002,Kazakhstan,Sypatai Batyr/Chaldovar,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",8183190.5297,5285147.594400004
KAZKGZc000003,Kazakhstan,Korday,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",8316262.563299999,5315989.919699997
KAZKGZc000004,Kazakhstan,Karasu,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",8333862.733800001,5311432.619400002
KAZKGZc000005,Kazakhstan,Aukhatty,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",8365562.988200001,5293988.891900003
KAZKGZc000006,Kazakhstan,Sartobe,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",8380757.191500001,5290554.454999998
KAZKGZc000007,Kazakhstan,Kegen,Kyrgyzstan,,Other,,,UNHCR_WRITER,"March 1, 2023",8814532.7658,5281819.362300001
KAZCHNc000001,Kazakhstan,Kolzhat,China,,Other,,,UNHCR_WRITER,"March 1, 2023",8973444.822999999,5410233.2086
KAZCHNc000002,Kazakhstan,Nur Zholy,China,,Other,,,UNHCR_WRITER,"March 1, 2023",8950057.0194,5498524.675300002
KAZCHNc000003,Kazakhstan,Dostyk,China,,Other,,,UNHCR_WRITER,"March 1, 2023",9186067.484499998,5658557.616899997
KAZCHNc000004,Kazakhstan,Bakhty,China,,Other,,,UNHCR_WRITER,"March 1, 2023",9214613.386300001,5889875.580499999
KAZCHNc000005,Kazakhstan,Maykapchagay,China,,Other,,,UNHCR_WRITER,"March 1, 2023",9529854.393399999,6022989.581299998
KAZRUSc000001,Kazakhstan,UBA,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",9122770.3099,6582814.1074
KAZRUSc000002,Kazakhstan,Shemonaikha,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",9114885.472199999,6554745.627899997
KAZRUSc000003,Kazakhstan,Zhezkent,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",9060864.644299999,6614102.710699998
KAZRUSc000004,Kazakhstan,Auyl,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",9029665.1939,6658326.351999998
KAZRUSc000005,Kazakhstan,Baytanat,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8927380.045699999,6595211.7183
KAZRUSc000006,Kazakhstan,Koyanbay,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8842279.611299999,6727100.629900001
KAZRUSc000007,Kazakhstan,Sharbakty,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8752206.4349,6896910.975199997
KAZRUSc000008,Kazakhstan,Naiza,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8713375.906100001,6966250.9695999995
KAZRUSc000009,Kazakhstan,Kosak,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8649926.455400001,7057063.821900003
KAZRUSc000010,Kazakhstan,Mynkol,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8529226.089899998,7123886.194399998
KAZRUSc000011,Kazakhstan,Urlytobe,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8354802.224800002,7131304.207400002
KAZRUSc000012,Kazakhstan,Ertis,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8352961.5108,7131111.045900002
KAZRUSc000013,Kazakhstan,Amangeldi,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8341244.002599999,7136489.0273
KAZRUSc000014,Kazakhstan,Bidaik,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",8100260.596999999,7193284.761100002
KAZRUSc000015,Kazakhstan,Valikhanovo,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7996532.601,6943590.0493
KAZRUSc000016,Kazakhstan,Karakoga/Bulayevo,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7902168.022,7346637.228399999
KAZRUSc000017,Kazakhstan,Kyzylzhar,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7719525.560400002,7431992.478299998
KAZRUSc000018,Kazakhstan,Zhanazhol,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7599099.9043000005,7380036.336199999
KAZRUSc000019,Kazakhstan,Mamlyukta,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7629625.6248,7349570.426299997
KAZRUSc000020,Kazakhstan,Ubagan,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7327852.488499999,7293224.107799999
KAZRUSc000021,Kazakhstan,Presnogorkovka,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7320082.438299999,7264937.173600003
KAZRUSc000022,Kazakhstan,Akbalshyk,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",7212106.668200001,7238572.819700003
KAZRUSc000023,Kazakhstan,Kayrak,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6861597.572099999,7170260.297499999
KAZRUSc000024,Kazakhstan,Boskol,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6819324.223099999,7118359.187200002
KAZRUSc000025,Kazakhstan,Magnay,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6834360.809,7148148.982799999
KAZRUSc000026,Kazakhstan,Ayat,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6922466.571699999,6978754.264600001
KAZRUSc000027,Kazakhstan,Aksu,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6966615.7423,6926469.640500002
KAZRUSc000028,Kazakhstan,Zhelkuar,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6792700.232099999,6858192.504500002
KAZRUSc000029,Kazakhstan,Kondybay,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6747717.066799998,6731744.375
KAZRUSc000030,Kazakhstan,Karashatau,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6792914.916299999,6569237.586800002
KAZRUSc000031,Kazakhstan,Alimbet/Kirgildy,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6509370.4048000015,6635548.892300002
KAZRUSc000032,Kazakhstan,Zhaisan,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6250260.362799998,6596048.975100003
KAZRUSc000033,Kazakhstan,Shyngyrlau,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",6020242.410700001,6636986.649899997
KAZRUSc000034,Kazakhstan,Aksay,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5941731.912799999,6707923.752999999
KAZRUSc000035,Kazakhstan,Shagan,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5738033.7826999985,6710250.931199998
KAZRUSc000036,Kazakhstan,Syrym,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5677927.613899998,6740035.070299998
KAZRUSc000037,Kazakhstan,Taskala,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5556065.3511000015,6656831.443300001
KAZRUSc000038,Kazakhstan,Zhaiyk,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5571830.486900002,6655942.8627
KAZRUSc000039,Kazakhstan,Zhanibek,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5211341.506499998,6348074.747000001
KAZRUSc000040,Kazakhstan,Orda,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5205335.003400002,6242741.234499998
KAZRUSc000041,Kazakhstan,Saikhin,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5206964.539799999,6255443.240199998
KAZRUSc000042,Kazakhstan,Kurmangazy,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5428379.877999999,5869681.8510000035
KAZRUSc000043,Kazakhstan,Ganyushkino,Russian Federation,,Other,,,UNHCR_WRITER,"March 1, 2023",5460425.4496,5886919.650899999
KAZAZEc000001,Kazakhstan,Port Bautino,Azerbaijan,,Other,,,UNHCR_WRITER,"March 1, 2023",5593704.7128,5550892.1338
KAZAZEc000002,Kazakhstan,Port Aktau,Azerbaijan,,Other,,,UNHCR_WRITER,"March 1, 2023",5701916.103,5404292.699500002
KAZAZEc000003,Kazakhstan,Port Kuryk,Azerbaijan,,Other,,,UNHCR_WRITER,"March 1, 2023",5751352.062899999,5338312.881300002
KAZTKMc000001,Kazakhstan,Temir Baba,Turkmenistan,,Other,,,UNHCR_WRITER,"March 1, 2023",5862226.8352999985,5149767.4174000025
KAZTKMc000002,Kazakhstan,Bolashak,Turkmenistan,,Other,,,UNHCR_WRITER,"March 1, 2023",5970787.9355,5209496.643799998
KENSOMc000090,Kenya,Amuma,Somalia,,Not Official,,"November 15, 2012",,,4563388.7973,-46157.24199999869
KENSOMc000091,Kenya,Dhobley,Somalia,Liboi,Not Official,,"November 15, 2012",,,4576574.2392,45988.70659999922
KENUGAc000004,Kenya,Lokitanyala,Uganda,Lokitanyala,Official,,"May 12, 2016",,,3887721.896499999,263190.6328999996
KENSOMc000092,Kenya,Lamu,Somalia,,Not Official,,"November 15, 2012",,,4553713.005100001,-255005.12579999864
KENSOMc000084,Kenya,Kolbio,Somalia,Diriye,Not Official,,"November 15, 2012",,,4586449.725200001,-127459.73270000145
KENUGAc000002,Kenya,Malaba,Uganda,Malaba,Official,,"May 12, 2016",,,3815475.5469000004,70730.84849999845
KENSOMc000086,Kenya,Mandera,Somalia,Bulahawa,Not Official,,"November 15, 2012",,,4661456.3706,438877.13699999824
KENSOMc000085,Kenya,El Wak,Somalia,Ceel Waaq,Not Official,,"November 15, 2012",,,4562779.7773,311439.10489999875
KENUGAc000005,Kenya,Lwakhakha,Uganda,Lwakhakha,Official,,"May 12, 2016",,,3827164.0934999995,87945.18430000171
KENUGAc000003,Kenya,Suam,Uganda,Suam,Official,,"May 12, 2016",,,3866571.1931999996,135356.06929999962
KENUGAc000001,Kenya,Busia,Uganda,Busia,Official,,"May 12, 2016",,,3798777.623300001,50428.25470000133
KENSOMc000083,Kenya,Liboi,Somalia,Dhobley,Not Official,,"November 15, 2012",,,4558533.147999998,44528.15249999985
KWTIRQc000011,Kuwait,Sabriyah,Iraq,Safwa                                                                                               ,Not Official,,"November 15, 2012",,,5311813.899099998,3515934.460699998
LBNSYRc000074,Lebanon,Aarsal,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4073922.8828999996,4069656.396399997
LBNSYRc000077,Lebanon,Al Dabbousieh,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4010183.0078000017,4114730.009999998
LBNSYRc000072,Lebanon,Kneiseh,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4052269.469700001,4114664.9482000023
LBNSYRc000068,Lebanon,Jussieh,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4068907.6147999987,4085694.4180999994
LBNSYRc000069,Lebanon,Jisr Gharbi,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4041184.960499998,4118639.3680000007
LBNSYRc000070,Lebanon,Noura & West Debebiyeh,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4026099.3616999984,4113619.811800003
LBNSYRc000071,Lebanon,Khat el Petrol,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4044682.8282000013,4121964.091600001
LBNSYRc000075,Lebanon,Al Bqayaa,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4049989.642099999,4114247.286399998
LBNSYRc000076,Lebanon,Al Arida,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4007561.901299998,4115847.642099999
LBNSYRc000073,Lebanon,Nsoub,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4053327.890999999,4104033.7475999966
LBNSYRc000067,Lebanon,Yabous,Syrian Arab Republic,,Not Official,,"November 15, 2012",,,4004214.835900001,3986343.783
MDAROUc000001,Republic of Moldova,Giurgiulesti (railroad),Romania,,Official,,,UNHCR_WRITER,"February 24, 2022",3140794.3847000003,5695822.2119999975
MDAROUc000002,Republic of Moldova,Giurgiulesti / maritim Port,Romania,Galati,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",3139076.993900001,5696047.8882
MDAROUc000009,Republic of Moldova,Giurgiulesti- Galati (road),Romania,,Official,,,UNHCR_WRITER,"February 24, 2022",3139051.3841999993,5696347.712200001
MDAROUc000004,Republic of Moldova,Cahul,Romania,Oancea,Official,krolikie,"March 2, 2022",core_edit,"March 3, 2022",3131412.4893000014,5766968.2880000025
MDAROUc000008,Republic of Moldova,Leuseni,Romania,Râșești,Official,krolikie,"March 2, 2022",core_edit,"March 3, 2022",3134986.9580999985,5908579.9021999985
MDAROUc000005,Republic of Moldova,Ungheni,Romania,Ungheni,Official,krolikie,"March 2, 2022",core_edit,"March 3, 2022",3093417.8112000003,5974714.127300002
MDAROUc000003,Republic of Moldova,Sculeni,Romania,Sculeni,Official,krolikie,"March 2, 2022",core_edit,"March 3, 2022",3073570.6719999984,5994248.476300001
MDAROUc000006,Republic of Moldova,Costesti,Romania,Stânca,Official,krolikie,"March 2, 2022",core_edit,"March 3, 2022",3031157.821899999,6080493.965499997
MDAROUc000007,Republic of Moldova,Lipcani,Romania,Rădăuți-Prut,Official,krolikie,"March 2, 2022",core_edit,"March 3, 2022",2983637.423700001,6149130.792599998
MDAUKRc000003,Republic of Moldova,Palanca - Maiki - Udobnoe,Ukraine,Maiaky,Other,skah,"March 18, 2022",core_edit,"March 19, 2022",3353366.1043,5846626.5163
MDAUKRc000013,Republic of Moldova,Caplani-Crutoiarovca,Ukraine,Krutoyarivka,Other,skah@unhcr.org,"March 18, 2022",core_edit,"March 19, 2022",3323400.8489000015,5840806.572899997
MDAUKRc000011,Republic of Moldova,Săiți-Lesnoe,Ukraine,Lisne - Seits,Other,skah,"March 18, 2022",core_edit,"March 19, 2022",3268490.1242999993,5860265.189000003
MDAUKRc000012,Republic of Moldova,Ceadîr-Lunga - Novîe Troianî,Ukraine,Novi Troyany,Other,skah@unhcr.org,"March 18, 2022",core_edit,"March 19, 2022",3211289.6779999994,5778719.496399999
MDAUKRc000010,Republic of Moldova,Ceadîr-Lunga - Maloiaroslaveț,Ukraine,Maloyaroslavets,Other,skah@unhcr.org,"March 18, 2022",core_edit,"March 19, 2022",3227056.9384000003,5793685.584899999
MDAUKRc000004,Republic of Moldova,Vulcănești-Vinogradovka,Ukraine,Vynohradivka,Other,skah@unhcr.org,"March 18, 2022",core_edit,"March 19, 2022",3173752.2760999985,5731986.174199998
MDAUKRc000005,Republic of Moldova,Basarabeasca-Serpniovo,Ukraine,Serpneve 1 - Besarabyaska,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3226854.537799999,5832497.377599999
MDAUKRc000014,Republic of Moldova,Briceni-Rossoșanî,Ukraine,Rososhany Brychen,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3008864.4640000015,6171164.1743
MDAUKRc000006,Republic of Moldova,Cairaclia-Zaliznicinoe,Ukraine,Zaliznychne,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3185908.0397000015,5743395.527599998
MDAUKRc000007,Republic of Moldova,Cișmichioi-Dolinscoe,Ukraine,Dolynske-cimichioi,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3155414.8872000016,5706915.321800001
MDAUKRc000015,Republic of Moldova,Clocușna-Sokireanî,Ukraine,Sokyryany,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3046860.2831999995,6179147.929300003
MDAUKRc000016,Republic of Moldova,Criva-Mamaliga,Ukraine,Mamalyha,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",2963470.2456,6150942.605899997
MDAUKRc000017,Republic of Moldova,Grimăncăuți-Vașkivțî,Ukraine,Vashkivtsi,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3017943.7522,6173745.908399999
MDAUKRc000018,Republic of Moldova,Larga-Kelmențî,Ukraine,Kelmentsy-Larga,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",2987853.1094999984,6176791.779200003
MDAUKRc000019,Republic of Moldova,Medveja-Zelionaia,Ukraine,Zelena,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",2980813.9838999994,6167353.5942
MDAUKRc000008,Republic of Moldova,Mirnoe-Tabaki,Ukraine,Tabaky - Myrne,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3181717.0348000005,5737997.027400002
MDAUKRc000020,Republic of Moldova,Ocnița-Sokireani,Ukraine,Sokyryany,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3057681.8988999985,6179878.696599998
MDAUKRc000021,Republic of Moldova,Otaci-Moghileov-Podolsk,Ukraine,"Mohyliv-Podil's'kyi,",Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3093427.2694999985,6180873.201700002
MDAUKRc000009,Republic of Moldova,Pervomaisc-Kuciurgan,Ukraine,Kuchurhan,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3336041.9021999985,5899427.442900002
MDAUKRc000022,Republic of Moldova,Unguri-Bronița,Ukraine,Bronnytsya,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3103112.482900001,6173432.982699998
MDAUKRc000023,Republic of Moldova,Giurgiulești-Reni,Ukraine,Punk Propusku Reni,Other,skah,"March 20, 2022",core_edit,"March 21, 2022",3141648.6985,5697437.798199996
MEXUSAc000006,Mexico,Nuevo laredo,United States of America,Laredo,Official,,"August 15, 2019",,,-11081856.0379,3186078.5760999992
MEXUSAc000003,Mexico,Mexicali,United States of America,Calexico,Official,,"August 15, 2019",,,-12855393.2028,3849193.8901000023
MEXUSAc000002,Mexico,Ciudad Juarez,United States of America,ElPaso,Official,,"August 15, 2019",,,-11854634.5362,3722990.6389999986
MEXUSAc000004,Mexico,Heroica Nogales,United States of America,Nogales,Official,,"August 15, 2019",,,-12350340.4352,3672422.8721999973
MEXUSAc000007,Mexico,Tijuana,United States of America,San Ysidro,Official,,"August 15, 2019",,,-13033502.1458,3829382.986299999
MEXUSAc000005,Mexico,Matamoros,United States of America,Brownsville,Official,,"August 15, 2019",,,-10853650.6289,2984223.8170999996
MEXUSAc000001,Mexico,Reynosa,United States of America,McAllen,Official,,"August 15, 2019",,,-10942709.4148,3008992.1625999995
MLIMRTc000001,Mali,Fassala,Mauritania,Fassala,Official,,"February 14, 2019",,,-611929.9200999998,1752594.3524000011
NAMAGOc000096,Namibia,Katwitwi,Angola,,Official,,"November 15, 2012",,,2049751.3066000007,-1967055.3301
NAMAGOc000099,Namibia,Nankudu,Angola,,Official,,"November 15, 2012",,,2320359.936900001,-2042235.574099999
NAMAGOc000097,Namibia,Nkurekuru,Angola,,Official,,"November 15, 2012",,,2063539.8737999983,-1982919.9006999992
NAMAGOc000098,Namibia,Kahenge,Angola,,Official,,"November 15, 2012",,,2331574.489500001,-2035734.3845000006
NERMLIc000061,Niger,Tankademi,Mali,Tamalate,Not Official,,"November 15, 2012",,,433771.17909999937,1775010.2934000008
NERMLIc000059,Niger,Sine Godar,Mali,Anderamboukane,Not Official,,"November 15, 2012",,,336906.6123000011,1736345.4710999988
NERMLIc000057,Niger,Zongodey,Mali,Akabar,Not Official,,"November 15, 2012",,,228171.47569999844,1725958.0722000003
NERMLIc000058,Niger,Tiapsa Tondi,Mali,,Not Official,,"November 15, 2012",,,293143.2567999996,1731364.4323999994
NERMLIc000055,Niger,Sebbu,Burkina Faso,,Not Official,,"November 15, 2012",,,36504.9338000007,1615502.2091999985
NERMLIc000056,Niger,Koutougou,Mali,Labbezenga,Not Official,,"November 15, 2012",,,85358.8236999996,1685221.5172000006
PAKAFGc000040,Pakistan,Chaman,Afghanistan,Boldak                                                                                              ,Official,,"November 15, 2012",,,7395898.515999999,3626889.150200002
PAKAFGc000033,Pakistan,Torkham,Afghanistan,Torkham                                                                                             ,Official,,"November 15, 2012",,,7913855.690699998,4045423.7902999967
PAKAFGc000030,Pakistan,Ghashi,Afghanistan,Chegai                                                                                              ,Not Official,,"November 15, 2012",,,7952836.646899998,4153862.241899997
PAKAFGc000045,Pakistan,Anjini,Afghanistan,Maruf                                                                                               ,Not Official,,"November 15, 2012",,,7545851.5689,3677696.6043
PAKAFGc000035,Pakistan,Parachinar,Afghanistan,Dand Wa Patan                                                                                       ,Not Official,,"November 15, 2012",,,7784518.891800001,4007138.6890999973
PAKAFGc000039,Pakistan,Sobai Hadda,Afghanistan,Sobai Pass                                                                                          ,Not Official,,"November 15, 2012",,,7898661.436000001,4030857.708899997
PAKAFGc000029,Pakistan,Chitral,Afghanistan,Barikot                                                                                             ,Not Official,,"November 15, 2012",,,7965695.156800002,4207097.393100001
PAKAFGc000041,Pakistan,Choto,Afghanistan,Choto                                                                                               ,Not Official,,"November 15, 2012",,,7123140.533300001,3430267.5603
PAKAFGc000043,Pakistan,Badini,Afghanistan,Darwazgai                                                                                           ,Not Official,,"November 15, 2012",,,7568487.942000002,3717674.819799997
PAKAFGc000032,Pakistan,Gandav,Afghanistan,Mazari China                                                                                        ,Not Official,,"November 15, 2012",,,7908971.295000002,4086772.3158000037
PAKAFGc000038,Pakistan,Miran Shah,Afghanistan,Gulam Khan                                                                                          ,Not Official,,"November 15, 2012",,,7791160.4441,3913897.2699000016
PAKAFGc000046,Pakistan,Serlat,Afghanistan,Serlat                                                                                              ,Not Official,,"November 15, 2012",,,7379503.620999999,3528514.409199998
PAKAFGc000044,Pakistan,Qamarddin Kariz,Afghanistan,Darwazgai                                                                                           ,Not Official,,"November 15, 2012",,,7566011.426199999,3716128.1646
PAKAFGc000034,Pakistan,Parachinar,Afghanistan,Jaji                                                                                                ,Not Official,,"November 15, 2012",,,7778533.688000001,4023595.074000001
PAKAFGc000037,Pakistan,Alisai,Afghanistan,Babrak Tana                                                                                         ,Not Official,,"November 15, 2012",,,7820352.528999999,3953930.408200003
PAKAFGc000036,Pakistan,Alisai,Afghanistan,Jaj Maidan                                                                                          ,Not Official,,"November 15, 2012",,,7810930.6521000005,3981158.3363000005
PAKAFGc000031,Pakistan,Nawa Pass ,Afghanistan,Nawa Pass                                                                                           ,Official,,"November 15, 2012",,,7924346.3156,4128594.1824999973
PERCHL000001,Peru,Arica,Chile,Tacna,Not Official,,"February 8, 2018",,,-7828327.2302,-2073816.3605000004
POLRUSc000001,Poland,Bezledy,Russian Federation,Bagrationowsk,Official,,,UNHCR_WRITER,"November 23, 2021",2299877.7754999995,7240871.634499997
POLBLRc000001,Poland,Bobrowniki,Belarus,Bierestowica,Official,,,UNHCR_WRITER,"November 23, 2021",2659520.217700001,7005932.4848000035
POLRUSc000002,Poland,Braniewo,Russian Federation,Mamonowo,Official,,,UNHCR_WRITER,"November 23, 2021",2212318.8489999995,7253285.862599999
POLUKRc000001,Poland,Dorohusk ,Ukraine,Jagodzin,Official,,,UNHCR_WRITER,"November 23, 2021",2650268.900899999,6654122.8662
POLRUSc000003,Poland,Gołdap,Russian Federation,Gusiew,Official,,,UNHCR_WRITER,"November 23, 2021",2482198.0315999985,7235048.495099999
POLRUSc000004,Poland,Gronowo,Russian Federation,Mamonowo,Official,,,UNHCR_WRITER,"November 23, 2021",2214942.5868999995,7252805.743500002
POLBLRc000002,Poland,Kukuryki,Belarus,Kozłowiczy ,Official,,,UNHCR_WRITER,"November 23, 2021",2623292.7547999993,6821127.504199997
POLBLRc000003,Poland,Kuźnica Białostocka,Belarus,Bruzgi,Official,,,UNHCR_WRITER,"November 23, 2021",2633514.348299999,7079922.509400003
POLBLRc000004,Poland,Kuźnica Białostocka,Belarus,Grodno,Official,,,UNHCR_WRITER,"November 23, 2021",2632871.6526000015,7084350.041500002
POLBLRc000005,Poland,Terespol,Belarus,Brześć,Official,,,UNHCR_WRITER,"November 23, 2021",2633051.4910999984,6813242.574900001
POLBLRc000006,Poland,Terespol,Belarus,Brześć,Official,,,UNHCR_WRITER,"November 23, 2021",2630086.0940999985,6816166.581799999
POLBLRc000007,Poland,Domachevo,Belarus,Sławatycze,Official,,,UNHCR_WRITER,"February 24, 2022",2628216.1083000004,6758674.908
POLBLRc000008,Poland,Połowce,Belarus,Peschatka,Official,,,UNHCR_WRITER,"February 24, 2022",2601051.035599999,6885456.125100002
POLBLRc000009,Poland,Terespol,Belarus,Brest,Official,,,UNHCR_WRITER,"February 24, 2022",2633073.3115999997,6813226.904200003
POLUKRc000007,Poland,Medyka,Ukraine,Szeginie ,Official,,,UNHCR_WRITER,"February 24, 2022",2554488.3095000014,6411661.2456
POLUKRc000006,Poland,Korczowa,Ukraine,Krakowiec ,Official,,,UNHCR_WRITER,"February 24, 2022",2573026.1174000017,6438483.9494
POLUKRc000003,Poland,Hrebenne ,Ukraine,Rawa Ruska ,Official,,,UNHCR_WRITER,"February 24, 2022",2625860.7032999992,6493958.094899997
POLUKRc000014,Poland,Zosin,Ukraine,Ustyluh,Official,,,UNHCR_WRITER,"February 24, 2022",2686660.844700001,6596436.985299997
POLUKRc000015,Poland,Dołhobyczów,Ukraine,Uhryniv,Official,,,UNHCR_WRITER,"February 24, 2022",2680980.656300001,6547075.600199997
POLUKRc000016,Poland,Budomierz,Ukraine,Hrushiv,Official,,,UNHCR_WRITER,"February 24, 2022",2591535.5568000004,6463076.759400003
POLUKRc000017,Poland,Krościenko,Ukraine,Smilnytsia,Official,,,UNHCR_WRITER,"February 24, 2022",2527097.9356000014,6356969.747299999
ROUUKRc000001,Romania,Vicovu de Sus,Ukraine,Krasnoilsk,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2852094.409699999,6098025.428800002
ROUUKRc000004,Romania,Halmeu,Ukraine,Dyakove,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2560592.9684999995,6106735.718800001
ROUUKRc000007,Romania,Sighetu Marmatiei,Ukraine,Solotvyno,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2657877.582899999,6096723.4673999995
ROUUKRc000005,Romania,Siret,Ukraine,Terebleche,Official,leo,"February 23, 2022",UNHCR_WRITER,"February 24, 2022",2901185.2760999985,6104769.804099999
RWAUGAc000144,Rwanda,Cyanika,Uganda,,Official,,"February 19, 2018",,,3310985.8561000004,-149813.07290000096
SAUIRQc000004,Saudi Arabia,Ar'ar,Iraq,Ar'ar                                                                                               ,Not Official,,"November 15, 2012",,,4611158.7782000005,3660683.1767999977
SAUYEMc000173,Saudi Arabia,Al-Wadiah,Yemen,Al-Wadiah,Official,,"April 20, 2015",,,5241310.546599999,1920623.827399999
SAUYEMc000174,Saudi Arabia,Al-Khadra,Yemen,,Official,,"April 20, 2015",,,4977957.4934,1972337.7184999995
SAUYEMc000175,Saudi Arabia,Al-Twal,Yemen,,Official,,"April 20, 2015",,,4783441.743299998,1864371.767099999
