Country territory (ISO3),gis_name,name_alt,pcode,adm1_pcode,adm2_pcode,pop_type,loc_subtype,source,longitude_D,latitude_D,footnote,comments,created_user,created_date,type_formula,pop_formula,x,y
Lebanon,Bebnine 046,IS Riad Jammal,LBNs037572,20LBN007,20LBN007001,52,40,,35.98477207,34.50640432,Inactive,01/03/2021 Inactive site ,,,Spontaneous Location,Refugee,4005806.502799999,4097004.1418000013
Lebanon,Aamayer Ouadi Khaled 018,IS Seif Din Al Chami,LBNs037969,20LBN007,20LBN007001,52,40,,36.37447358,34.62555642,Active,2/3/2021 data has been collected throughout phone surveys,,,Spontaneous Location,Refugee,4049187.8772,4113111.469800003
Lebanon,Zouq Bhannine 017,IS Adnan Al Fata,LBNs038168,20LBN005,20LBN005001,52,40,,35.96608803,34.49149782,Active,-,,,Spontaneous Location,Refugee,4003726.6054,4094990.6598000005
Lebanon,Ghazaylé 004,IS Nasser Al Ahmad 2,LBNs037906,20LBN007,20LBN007001,52,40,,36.1036086,34.59548145,Active,08/04/2021 ; one new born,,,Spontaneous Location,Refugee,4019035.325199999,4109043.6696000025
Lebanon,Bebnine 095,IS Mohamad Taan (Abou Taymour),LBNs037621,20LBN007,20LBN007001,52,40,,35.99376482,34.51036401,Inactive,25/02/2021 Inactive site,,,Spontaneous Location,Refugee,4006807.5714999996,4097539.054399997
Lebanon,Minie 074,IS Abboud Agha,LBNs038119,20LBN005,20LBN005001,52,40,,35.92786693,34.47256539,Active,1/2/2021 Phone assessment,,,Spontaneous Location,Refugee,3999471.851500001,4092433.8988000005
Lebanon,Mazareaa Jabal Akroum 012,IS Mohamad Khaled,LBNs038012,20LBN007,20LBN007001,52,40,,36.3590689,34.57141128,Active,3/3/2021 data has been collected throughout phone surveys ,,,Spontaneous Location,Refugee,4047473.0359999985,4105789.1106999964
Lebanon,Machta Hammoud 026,IS Malek Al Khalaf,LBNs037858,20LBN007,20LBN007001,52,40,,36.35996167,34.63296333,Active,-,,,Spontaneous Location,Refugee,4047572.4180000015,4114113.5209000036
Lebanon,Sammaqiyé 008,IS Omar fayad,LBNs037524,20LBN007,20LBN007001,52,40,,36.00501833,34.63621167,Active,12/02/2021 The assessment is done by phone,,,Spontaneous Location,Refugee,4008060.3068000004,4114553.002899997
Lebanon,Bzal 002,IS Samira Moussa ,LBNs037708,20LBN007,20LBN007001,52,40,,36.04698888,34.47109468,Active,-,,,Spontaneous Location,Refugee,4012732.446800001,4092235.3079999983
Lebanon,Machta Hammoud 033,IS Farouk Dekwer,LBNs037865,20LBN007,20LBN007001,52,40,,36.33119833,34.650675,Active,-,,,Spontaneous Location,Refugee,4044370.498300001,4116510.022399999
Lebanon,Minie 087,IS Jamal Al Agha,LBNs038132,20LBN005,20LBN005001,52,40,,35.928536,34.472974,Active,1/2/2021 Phone Assessment,,,Spontaneous Location,Refugee,3999546.3324999996,4092489.0737999976
Lebanon,Mazareaa Jabal Akroum 013,IS Abdel Razak Salim,LBNs038013,20LBN007,20LBN007001,52,40,,36.37315192,34.55598292,Active,3/3/2021 data has been collected throughout phone surveys ,,,Spontaneous Location,Refugee,4049040.7501999997,4103703.5183999985
Lebanon,Minie 075,IS Khaled Abdul Razak,LBNs038120,20LBN005,20LBN005001,52,40,,35.92160777,34.47537006,Active,26/1/2021 Phone assessment,,,Spontaneous Location,Refugee,3998775.0854,4092812.623499997
Lebanon,Ouadi El-Jamous 041,IS Ali Eid,LBNs037763,20LBN007,20LBN007001,52,40,,36.00257677,34.5099514,Active,22/02/2021 The assessment is done by phone,,,Spontaneous Location,Refugee,4007788.5128000006,4097483.3137999997
Lebanon,Tall Sebaal 017,IS Bachir Hadara,LBNs037236,20LBN007,20LBN007001,52,40,,36.02958185,34.54958386,Active,-,,,Spontaneous Location,Refugee,4010794.705499999,4102838.6128999963
Lebanon,Mhammaret 029,IS Tarek Al Abdallah 2,LBNs037658,20LBN007,20LBN007001,52,40,,35.96610004,34.49810017,Inactive,"12/01/2021 Inactive site,The assessment done by phone  ",,,Spontaneous Location,Refugee,4003727.9420999996,4095882.4218999967
Lebanon,Rmoul 005,IS Farouk Al Joulani,LBNs037699,20LBN007,20LBN007001,52,40,,36.00087613,34.57081883,Active,2/3/2021 data has been collected throughout phone surveys; 1 empty tent and 1 empty self built ,,,Spontaneous Location,Refugee,4007599.1992000006,4105709.0176
Lebanon,Ghazaylé 008,IS Assad Al Assad,LBNs037910,20LBN007,20LBN007001,52,40,,36.10681113,34.60042953,Active,05/04/2021 The data has been collected by home through out phone surveys ,,,Spontaneous Location,Refugee,4019391.829500001,4109712.8225999996
Lebanon,Bebnine 034,IS Bebnine 30,LBNs037561,20LBN007,20LBN007001,52,40,,35.99591038,34.5087103,Inactive,25/02/2021 Inactive site,,,Spontaneous Location,Refugee,4007046.414099999,4097315.6521999985
Lebanon,Ghazaylé 005,IS Nasser Al Ahmad,LBNs037907,20LBN007,20LBN007001,52,40,,36.09823022,34.59840693,Active,08/03/2021 The data has been collected from home through out phone surveys; They have only municipality electricity,,,Spontaneous Location,Refugee,4018436.6063,4109439.2920999974
Lebanon,Bebnine 055,IS Bebnine 17,LBNs037581,20LBN007,20LBN007001,52,40,,35.99497657,34.51009177,Inactive,25/02/2021 Inactive site,,,Spontaneous Location,Refugee,4006942.4626,4097502.276299998
Lebanon,Mhammaret 010,IS Khaled Dandan,LBNs037639,20LBN007,20LBN007001,52,40,,35.96767323,34.49996682,Active,11/01/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4003903.0692999996,4096134.5582000017
Lebanon,Cheikh Zennad 021,IS Mohamad Boukdal,LBNs037401,20LBN007,20LBN007001,52,40,,36.00210333,34.60828833,Active,-,,,Spontaneous Location,Refugee,4007735.8101999983,4110775.6884000003
Lebanon,Bebnine 061,IS Haytham Al Hajj,LBNs037587,20LBN007,20LBN007001,52,40,,35.99004453,34.50388203,Active,26/02/2021 The assessment is  done by phone ,,,Spontaneous Location,Refugee,4006393.4312000014,4096663.4213000014
Lebanon,Qleiaat Aakkar 020,IS Adnan Al Chaar,LBNs037176,20LBN007,20LBN007001,52,40,,36.00319952,34.58894201,Inactive,"7/1/2021, Inactive Site moved to Berqayel",,,Spontaneous Location,Refugee,4007857.837200001,4108159.3702000007
Lebanon,Kouachra 021,IS Jihad Abou Ali,LBNs037827,20LBN007,20LBN007001,52,40,,36.19713633,34.60198196,Active,01/03/2021 Done by phone ,,,Spontaneous Location,Refugee,4029446.7842999995,4109922.773599997
Lebanon,Kneisset Aakkar 005,IS Sleiman Idriss,LBNs037199,20LBN007,20LBN007001,52,40,,36.02209172,34.61960712,Active,15/02/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4009960.907200001,4112306.6780999973
Lebanon,Qoubber Chamra 014,IS Mohamad Abdel Wahed ,LBNs037415,20LBN007,20LBN007001,52,40,,35.99454291,34.53649306,Active,19/01/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4006894.1884999983,4101069.4488999993
Lebanon,Minie 042,IS Mohyi El Din Alam El Din ,LBNs038087,20LBN005,20LBN005001,52,40,,35.92148543,34.47613479,Active,26/1/2021 No generator; Phone Assessment,,,Spontaneous Location,Refugee,3998761.465999998,4092915.889200002
Lebanon,Ouadi El-Jamous 055,IS Ahmad Al Akkari,LBNs037777,20LBN007,20LBN007001,52,40,,36.00202333,34.5146,Active,"18/02/2021 The assessment is done by phone, 2 baby born",,,Spontaneous Location,Refugee,4007726.905000001,4098111.319600001
Lebanon,Kouachra 027,IS Hamad Khoder Khoder,LBNs037833,20LBN007,20LBN007001,52,40,,36.199557,34.601763,Active,01/03/2021 Done by phone ,,,Spontaneous Location,Refugee,4029716.2522,4109893.1611
Lebanon,Kneisset Hnaider 002,IS Hassan Hamoud,LBNs037996,20LBN007,20LBN007001,52,40,,36.43763063,34.60382174,Active,empty tent,,,Spontaneous Location,Refugee,4056218.487399999,4110171.591300003
Lebanon,Qleiaat Aakkar 018,IS Khoder Ahmad,LBNs037174,20LBN007,20LBN007001,52,40,,36.01367384,34.58085706,Active,"7/1/2021, 2 newborns",,,Spontaneous Location,Refugee,4009023.832899999,4107066.1743
Lebanon,Mqaiteaa 013,IS Mohamad Dannawi,LBNs037289,20LBN007,20LBN007001,52,40,,36.00244605,34.54785093,Active,-,,,Spontaneous Location,Refugee,4007773.961599998,4102604.3992
Lebanon,Ghazaylé 002,IS Nasser Al Ahmad 1,LBNs037904,20LBN007,20LBN007001,52,40,,36.10508918,34.5999473,Active,05/04/2021 The data has been collected by home through out phone surveys ,,,Spontaneous Location,Refugee,4019200.1429000013,4109647.6064999998
Lebanon,Qoubber Chamra 112,IS Abdelatif Al Hamed,LBNs037513,20LBN007,20LBN007001,52,40,,35.99571817,34.52892325,Active,-,,,Spontaneous Location,Refugee,4007025.017499998,4100046.548799999
Lebanon,Qoubber Chamra 080,IS Ahmad Abboud,LBNs037481,20LBN007,20LBN007001,52,40,,35.99346858,34.53979265,Active,27/01/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4006774.5945000015,4101515.3474999964
Lebanon,Mighraq Aakkar 004,IS Hasan Karimeh,LBNs037254,20LBN007,20LBN007001,52,40,,36.01706422,34.60959698,Active,18/01/2021 1 baby born,,,Spontaneous Location,Refugee,4009401.2490000017,4110952.6873999983
Lebanon,Mqaiteaa 028,IS Abdou Obeid,LBNs037304,20LBN007,20LBN007001,52,40,,35.99596252,34.5693582,Inactive,19/05/2021 Inactive site ,,,Spontaneous Location,Refugee,4007052.2179999985,4105511.5552999973
Lebanon,Rihaniyet-Miniyé 002,IS Ahmad Ibrahim,LBNs038144,20LBN005,20LBN005001,52,40,,35.98153103,34.49665942,Active,09/04/2021 Data has been collected throughout phone surveys ,,,Spontaneous Location,Refugee,4005445.7124000005,4095687.8178000003
Lebanon,Kouachra 026,IS Abou Khoder,LBNs037832,20LBN007,20LBN007001,52,40,,36.20041,34.60209,Active,01/03/2021 Done by phone ,,,Spontaneous Location,Refugee,4029811.207699999,4109937.384999998
Lebanon,Aamayer Ouadi Khaled 014,IS Issa Mahmoud,LBNs037965,20LBN007,20LBN007001,52,40,,36.38591718,34.6068811,Active,2/3/2021 data has been collected throughout phone surveys,,,Spontaneous Location,Refugee,4050461.772399999,4110585.3598000035
Lebanon,Bebnine 012,IS Ali Abdel Wahed,LBNs037540,20LBN007,20LBN007001,52,40,,35.98055955,34.50502299,Active,24/02/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4005337.5670000017,4096817.5451999977
Lebanon,Ouadi El-Jamous 064,IS Mohamad Akkari,LBNs037786,20LBN007,20LBN007001,52,40,,36.00324002,34.51367723,Active,19/02/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4007862.345400002,4097986.6547000036
Lebanon,Zouq Bhannine 010,IS Walid Al Remlawi,LBNs038161,20LBN005,20LBN005001,52,40,,35.96488613,34.4825076,Active,-,,,Spontaneous Location,Refugee,4003592.810800001,4093776.4886000007
Lebanon,Qoubber Chamra 105,IS Kassem Hakim,LBNs037506,20LBN007,20LBN007001,52,40,,35.998481,34.541285,Active,29/01/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4007332.5742999986,4101717.0260000005
Lebanon,Mqaiteaa 061,IS Ahmad Abbas,LBNs037337,20LBN007,20LBN007001,52,40,,36.00451047,34.54951625,Active,-,,,Spontaneous Location,Refugee,4008003.771400001,4102829.4746999964
Lebanon,Machta Hammoud 036,IS Ziadan Fahed,LBNs037868,20LBN007,20LBN007001,52,40,,36.318507,34.65733795,Active,-,,,Spontaneous Location,Refugee,4042957.705699999,4117411.6943999976
Lebanon,Rmoul 011,IS Ali Sammouh,LBNs037705,20LBN007,20LBN007001,52,40,,36.01505309,34.57523197,Active,-,,,Spontaneous Location,Refugee,4009177.3713000007,4106305.6489999965
Lebanon,Sammaqiyé 002,IS Slayman Al Brayseh,LBNs037518,20LBN007,20LBN007001,52,40,,36.00833617,34.63691655,Active,12/02/2021 The assessment is done by phone,,,Spontaneous Location,Refugee,4008429.646400001,4114648.3720000014
Lebanon,Rmoul 009,IS Mahmoud Jiaani,LBNs037703,20LBN007,20LBN007001,52,40,,36.01544,34.575175,Active,-,,,Spontaneous Location,Refugee,4009220.4415000007,4106297.9465000033
Lebanon,Mazareaa Jabal Akroum 018,IS Chhadi Naaman,LBNs038018,20LBN007,20LBN007001,52,40,,36.38498348,34.59056167,Active,3/3/2021 data has been collected throughout phone surveys ,,,Spontaneous Location,Refugee,4050357.8335000016,4108378.3827000037
Lebanon,Minie 041,IS Khaled Al Khaled,LBNs038086,20LBN005,20LBN005001,52,40,,35.95207833,34.47666667,Active,-,,,Spontaneous Location,Refugee,4002167.0529999994,4092987.713100001
Lebanon,Mhammaret 060,IS Municipality,LBNs037689,20LBN007,20LBN007001,52,40,,35.97544,34.504903,Active,18/01/2021 The assessment is done by phone ,,,Spontaneous Location,Refugee,4004767.661899999,4096801.3364999965
Lebanon,Qabb Elias 019,-,LBNs039160,20LBN002,20LBN002001,52,40,,35.8214799,33.78438875,Active,-,,,Spontaneous Location,Refugee,3987628.9015999995,3999887.315899998
Lebanon,Zahlé Haouch El-Oumara Aradi 009,Zahle 1,LBNs038679,20LBN002,20LBN002001,52,40,,35.929235,33.817055,Active,-,,,Spontaneous Location,Refugee,3999624.1448,4004263.355700001
Lebanon,Zahlé Haouch El-Oumara Aradi 036,-,LBNs038704,20LBN002,20LBN002001,52,40,,35.91190714,33.8059884,Active,-,,,Spontaneous Location,Refugee,3997695.215999998,4002780.663800001
Lebanon,Zahlé Haouch El-Oumara 002,-,LBNs038790,20LBN002,20LBN002001,52,40,,35.91304784,33.82876872,Active,4 families in each tent,,,Spontaneous Location,Refugee,3997822.1986999996,4005832.9574000016
Lebanon,Zahlé Haouch El-Oumara Aradi 002,Zahle/ al Faida 2,LBNs038672,20LBN002,20LBN002001,52,40,,35.901757,33.82047528,Active,4 empty tents,,,Spontaneous Location,Refugee,3996565.3079000004,4004721.6400000006
Lebanon,Maksé 008,-,LBNs038879,20LBN002,20LBN002001,52,40,,35.85464967,33.79259995,Active,-,,,Spontaneous Location,Refugee,3991321.343800001,4000987.1489999965
Lebanon,Merkebta 004,IS Nizar Al Chami,LBNs038264,20LBN005,20LBN005001,52,40,,35.96301231,34.46707821,Active,22/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4003384.217500001,4091692.981200002
Lebanon,Zahlé Maallaqa Aradi 107,-,LBNs038545,20LBN002,20LBN002001,52,40,,35.95031393,33.82925123,Inactive,-,,,Spontaneous Location,Refugee,4001970.6402000003,4005897.6169999987
Lebanon,Saadnayel 001,Saadnayel  1,LBNs039022,20LBN002,20LBN002001,52,40,,35.89842867,33.81522049,Active,-,,,Spontaneous Location,Refugee,3996194.7996000014,4004017.5562999994
Lebanon,Saadnayel 037,-,LBNs039057,20LBN002,20LBN002001,52,40,,35.8923963,33.81421629,Active,-,,,Spontaneous Location,Refugee,3995523.2793999985,4003883.009999998
Lebanon,Merkebta 124,IS Mostafa Al Rezz,LBNs038381,20LBN005,20LBN005001,52,40,,35.96418689,34.4701604,Inactive,22/2/2021 Inactive Site,,,Spontaneous Location,Refugee,4003514.970899999,4092109.1533999965
Lebanon,Zahlé Haouch El-Oumara Aradi 053,-,LBNs038721,20LBN002,20LBN002001,52,40,,35.91709025,33.81253189,Active,2 tents 4 door 4 kitchens,,,Spontaneous Location,Refugee,3998272.1974,4003657.3310000002
Lebanon,Zahlé Maallaqa Aradi 193,-,LBNs038631,20LBN002,20LBN002001,52,40,,35.93816123,33.84852729,Active,-,,,Spontaneous Location,Refugee,4000617.808600001,4008481.0317
Lebanon,Zahlé Maallaqa Aradi 026,dalhamie,LBNs038466,20LBN002,20LBN002001,52,40,,35.94891933,33.8274728,Active,-,,,Spontaneous Location,Refugee,4001815.3949000016,4005659.2980000004
Lebanon,Merkebta 071,IS Mahmoud Mheich,LBNs038328,20LBN005,20LBN005001,52,40,,35.95473627,34.4767534,Active,17/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4002462.9329999983,4092999.4258999974
Lebanon,Raouda-Aadoua 002,IS Ahmad Al Owayed,LBNs038426,20LBN005,20LBN005001,52,40,,35.98498359,34.45371679,Active,08/04/2021 No generator ,,,Spontaneous Location,Refugee,4005830.0489000008,4089889.0336000025
Lebanon,Zahlé Maallaqa Aradi 230,-,LBNs038668,20LBN002,20LBN002001,52,40,,35.95511435,33.78925891,Active,-,,,Spontaneous Location,Refugee,4002505.021400001,4000539.626500003
Lebanon,Zahlé Maallaqa Aradi 169,-,LBNs038607,20LBN002,20LBN002001,52,40,,35.94483371,33.8272076,Inactive,-,,,Spontaneous Location,Refugee,4001360.585499998,4005623.7599000037
Lebanon,Zahlé Maallaqa Aradi 027,-,LBNs038467,20LBN002,20LBN002001,52,40,,35.93868685,33.80618747,Active,-,,,Spontaneous Location,Refugee,4000676.319600001,4002807.3325000033
Lebanon,Zahlé Haouch El-Oumara Aradi 112,-,LBNs038778,20LBN002,20LBN002001,52,40,,35.90891588,33.80871275,Active,-,,,Spontaneous Location,Refugee,3997362.2309999987,4003145.651100002
Lebanon,Merkebta 014,IS Khaled Al Masri,LBNs038272,20LBN005,20LBN005001,52,40,,35.95376511,34.4763689,Active,empty tent,,,Spontaneous Location,Refugee,4002354.8238999993,4092947.503899999
Lebanon,Saadnayel 056,-,LBNs039076,20LBN002,20LBN002001,52,40,,35.90663217,33.80651128,Active,-,,,Spontaneous Location,Refugee,3997108.009300001,4002850.7141999975
Lebanon,Zahlé Maallaqa Aradi 045,-,LBNs038483,20LBN002,20LBN002001,52,40,,35.93400081,33.8478472,Active,-,,,Spontaneous Location,Refugee,4000154.6719999984,4008389.8746000007
Lebanon,Merkebta 043,IS Mustafa Al Dhaybe,LBNs038300,20LBN005,20LBN005001,52,40,,35.96299008,34.46837995,Active,22/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4003381.7426000014,4091868.7470000014
Lebanon,Zahlé Maallaqa Aradi 174,-,LBNs038612,20LBN002,20LBN002001,52,40,,35.92086726,33.83332208,Active,-,,,Spontaneous Location,Refugee,3998692.6523,4006443.151799999
Lebanon,Zahlé Maallaqa Aradi 009,Zahle 9,LBNs038449,20LBN002,20LBN002001,52,40,,35.93180848,33.82509932,Active,-,,,Spontaneous Location,Refugee,3999910.6237000003,4005341.246299997
Lebanon,Nabi Ayla 011,-,LBNs038819,20LBN002,20LBN002001,52,40,,35.9946745,33.86424352,Active,-,,,Spontaneous Location,Refugee,4006908.8368999995,4010587.7820999995
Lebanon,Zahlé Maallaqa Aradi 131,-,LBNs038569,20LBN002,20LBN002001,52,40,,35.93715862,33.83007584,Active,-,,,Spontaneous Location,Refugee,4000506.1981000006,4006008.1207000017
Lebanon,Ablah 030,-,LBNs038853,20LBN002,20LBN002001,52,40,,35.9665133,33.85066,Active,-,,,Spontaneous Location,Refugee,4003773.9461999983,4008766.8967999965
Lebanon,Zahlé Haouch El-Oumara Aradi 011,Zahle 3,LBNs038681,20LBN002,20LBN002001,52,40,,35.92314175,33.82623613,Active,-,,,Spontaneous Location,Refugee,3998945.8473000005,4005493.5802000016
Lebanon,Taalbaya 010,-,LBNs038902,20LBN002,20LBN002001,52,40,,35.87408746,33.80965402,Active,-,,,Spontaneous Location,Refugee,3993485.148400001,4003271.7586999983
Lebanon,Taalbaya 048,-,LBNs038940,20LBN002,20LBN002001,52,40,,35.87696079,33.81019677,Active,-,,,Spontaneous Location,Refugee,3993805.0062000006,4003344.474200003
Lebanon,Zahlé Maallaqa Aradi 125,-,LBNs038563,20LBN002,20LBN002001,52,40,,35.94505167,33.84819667,Active,-,,,Spontaneous Location,Refugee,4001384.848099999,4008436.715300001
Lebanon,Zahlé Maallaqa Aradi 168,-,LBNs038606,20LBN002,20LBN002001,52,40,,35.93267197,33.83462453,Active,-,,,Spontaneous Location,Refugee,4000006.7463000007,4006617.697800003
Lebanon,Zahlé Maallaqa Aradi 231,-,LBNs038669,20LBN002,20LBN002001,52,40,,35.92422307,33.83561887,Active,-,,,Spontaneous Location,Refugee,3999066.219700001,4006750.9552000016
Lebanon,Zouq Bhannine 031,IS Ghazwan Wehbe,LBNs038178,20LBN005,20LBN005001,52,40,,35.97072708,34.48923783,Active,-,,,Spontaneous Location,Refugee,4004243.0223000012,4094685.4261000007
Lebanon,Saadnayel 053,-,LBNs039073,20LBN002,20LBN002001,52,40,,35.88518297,33.81041092,Active,-,,,Spontaneous Location,Refugee,3994720.2952000014,4003373.1653999984
Lebanon,Zouq Bhannine 020,IS Maarouf Shaker,LBNs038171,20LBN005,20LBN005001,52,40,,35.95234244,34.49662362,Active,empty self built,,,Spontaneous Location,Refugee,4002196.453400001,4095682.982000001
Lebanon,Zahlé Maallaqa Aradi 209,-,LBNs038647,20LBN002,20LBN002001,52,40,,35.94621453,33.80580091,Active,-,,,Spontaneous Location,Refugee,4001514.2978000008,4002755.5451000035
Lebanon,Zahlé Maallaqa Aradi 189,-,LBNs038627,20LBN002,20LBN002001,52,40,,35.93829994,33.80564001,Active,-,,,Spontaneous Location,Refugee,4000633.2489,4002733.990199998
Lebanon,Zahlé Haouch El-Oumara Aradi 016,al faida,LBNs038686,20LBN002,20LBN002001,52,40,,35.90986771,33.82495874,Active,-,,,Spontaneous Location,Refugee,3997468.188000001,4005322.408699997
Lebanon,Merkebta 015,IS Mahmoud Ajjour,LBNs038273,20LBN005,20LBN005001,52,40,,35.955345,34.47464833,Active,17/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4002530.6966999993,4092715.1646
Lebanon,Zahlé Maallaqa Aradi 053,-,LBNs038491,20LBN002,20LBN002001,52,40,,35.94343949,33.79957972,Active,-,,,Spontaneous Location,Refugee,4001205.3817000017,4001922.122299999
Lebanon,Zahlé Maallaqa Aradi 159,-,LBNs038597,20LBN002,20LBN002001,52,40,,35.93893387,33.80618555,Active,-,,,Spontaneous Location,Refugee,4000703.818,4002807.0757
Lebanon,Merkebta 105,IS Zohair Al Haji,LBNs038362,20LBN005,20LBN005001,52,40,,35.96117811,34.47866112,Active,11/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4003180.0353999995,4093257.0427
Lebanon,Merkebta 007,IS Abboud Al Sayed Ahmad,LBNs038267,20LBN005,20LBN005001,52,40,,35.95794735,34.47070433,Active,16/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4002820.3889999986,4092182.599399999
Lebanon,Zahlé Maallaqa Aradi 126,-,LBNs038564,20LBN002,20LBN002001,52,40,,35.93492736,33.80428413,Active,-,,,Spontaneous Location,Refugee,4000257.8154000007,4002552.3442
Lebanon,Zouq Bhannine 041,IS Hicham Lahlouh,LBNs038188,20LBN005,20LBN005001,52,40,,35.96960887,34.49435841,Active,-,,,Spontaneous Location,Refugee,4004118.5430999994,4095377.023599997
Lebanon,Saadnayel 021,saadneyel,LBNs039041,20LBN002,20LBN002001,52,40,,35.89515003,33.81421447,Active,2 tents empty,,,Spontaneous Location,Refugee,3995829.8236999996,4003882.7656999975
Lebanon,Zahlé Maallaqa Aradi 059,-,LBNs038497,20LBN002,20LBN002001,52,40,,35.95048658,33.80031381,Active,-,,,Spontaneous Location,Refugee,4001989.8603000008,4002020.462099999
Lebanon,Zahlé Maallaqa Aradi 047,-,LBNs038485,20LBN002,20LBN002001,52,40,,35.93555863,33.84984824,Active,-,,,Spontaneous Location,Refugee,4000328.088100001,4008658.0886999965
Lebanon,Zouq Bhannine 096,IS Mahmoud Mohamad Dhaybi,LBNs038243,20LBN005,20LBN005001,52,40,,35.969335,34.48747,Active,19/05/2021 1 new born,,,Spontaneous Location,Refugee,4004088.056400001,4094446.6679999977
Lebanon,Saadnayel 077,-,LBNs039097,20LBN002,20LBN002001,52,40,,35.89561795,33.81462453,Active,1 empty tent,,,Spontaneous Location,Refugee,3995881.9122,4003937.707199998
Lebanon,Merkebta 147,IS Omar Dandan,LBNs038404,20LBN005,20LBN005001,52,40,,35.960405,34.481816,Active,15/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4003093.973299999,4093683.0901999995
Lebanon,Nabi Ayla 005,-,LBNs038813,20LBN002,20LBN002001,52,40,,35.98549993,33.86993955,Active,-,,,Spontaneous Location,Refugee,4005887.527899999,4011351.4258999974
Lebanon,Merkebta 160,IS Ahmad Mounir,LBNs038417,20LBN005,20LBN005001,52,40,,35.95462833,34.47329667,Active,-,,,Spontaneous Location,Refugee,4002450.9177,4092532.644199997
Lebanon,Jdita 004,Jdita 4,LBNs038944,20LBN002,20LBN002001,52,40,,35.86123747,33.79338239,Active,-,,,Spontaneous Location,Refugee,3992054.6942000017,4001091.955799997
Lebanon,Saadnayel 104,-,LBNs039124,20LBN002,20LBN002001,52,40,,35.896183,33.810309,Active,-,,,Spontaneous Location,Refugee,3995944.813000001,4003359.5103999972
Lebanon,Merkebta 075,IS Souhaib Al Sayed Ahmad,LBNs038332,20LBN005,20LBN005001,52,40,,35.95866833,34.47043667,Active,15/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4002900.648400001,4092146.457800001
Lebanon,Taalbaya 005,-,LBNs038897,20LBN002,20LBN002001,52,40,,35.88208952,33.79955722,Active,-,,,Spontaneous Location,Refugee,3994375.9340999983,4001919.1086999997
Lebanon,Saadnayel 032,-,LBNs039052,20LBN002,20LBN002001,52,40,,35.88732748,33.80465613,Active,-,,,Spontaneous Location,Refugee,3994959.020399999,4002602.1807999983
Lebanon,Taanayel 011,-,LBNs038977,20LBN002,20LBN002001,52,40,,35.86691861,33.79926437,Active,-,,,Spontaneous Location,Refugee,3992687.1154000014,4001879.877700001
Lebanon,Saadnayel 120,-,LBNs039140,20LBN002,20LBN002001,52,40,,35.90380498,33.80634646,Active,-,,,Spontaneous Location,Refugee,3996793.2874,4002828.6336999983
Lebanon,Jdita 001,-,LBNs038941,20LBN002,20LBN002001,52,40,,35.846935,33.808245,Active,-,,,Spontaneous Location,Refugee,3990462.5507000014,4003082.9849999994
Lebanon,Zahlé Haouch El-Oumara Aradi 040,-,LBNs038708,20LBN002,20LBN002001,52,40,,35.92538122,33.81178764,Active,-,,,Spontaneous Location,Refugee,3999195.1438999996,4003557.6163000017
Lebanon,Zahlé Maallaqa Aradi 221,-,LBNs038659,20LBN002,20LBN002001,52,40,,35.94389667,33.801677,Active,-,,,Spontaneous Location,Refugee,4001256.274099998,4002203.0782999992
Lebanon,Merkebta 156,IS Ahmad Ajjour,LBNs038413,20LBN005,20LBN005001,52,40,,35.96117,34.47126,Active,23/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4003179.1327,4092257.6313000023
Lebanon,Saadnayel 078,-,LBNs039098,20LBN002,20LBN002001,52,40,,35.90686681,33.80475587,Active,-,,,Spontaneous Location,Refugee,3997134.1294,4002615.542199999
Lebanon,Nabi Ayla 001,-,LBNs038809,20LBN002,20LBN002001,52,40,,35.99037244,33.86960986,Active,-,,,Spontaneous Location,Refugee,4006429.933600001,4011307.2245000005
Lebanon,Zouq Bhannine 055,IS Samir Lahlouh,LBNs038202,20LBN005,20LBN005001,52,40,,35.96878017,34.49433733,Active,-,,,Spontaneous Location,Refugee,4004026.2925999984,4095374.1762999967
Lebanon,Merkebta 129,IS Khaled Kamel Fahda,LBNs038386,20LBN005,20LBN005001,52,40,,35.9550779,34.47674021,Active,17/2/2021 Phone assessment,,,Spontaneous Location,Refugee,4002500.9635000005,4092997.6445999965
Lebanon,Zahlé Haouch El-Oumara Aradi 029,-,LBNs038697,20LBN002,20LBN002001,52,40,,35.9253562,33.82407002,Active,-,,,Spontaneous Location,Refugee,3999192.3585,4005203.3198999986
Lebanon,Saadnayel 090,-,LBNs039110,20LBN002,20LBN002001,52,40,,35.88708698,33.81681152,Active,-,,,Spontaneous Location,Refugee,3994932.2487000003,4004230.7324
